"TID","TR"
"TID_SQUAD_BUSTER_SHELLY_SKIN_SHOP","SQUAD BUSTER\nSHELLY"
"TID_DARK_KNIGHT_DRACO_SKIN","KARA ŞÖVALYE\nDRACO"
"TID_DARK_KNIGHT_DRACO_SKIN_SHOP","KARA ŞÖVALYE\nDRACO"
"TID_TRUE_SILVER_CHUCK_SKIN","SAF GÜMÜŞ CHUCK"
"TID_TRUE_SILVER_CHUCK_SKIN_SHOP","SAF GÜMÜŞ\nCHUCK"
"TID_TRUE_GOLD_CHUCK_SKIN","SAF ALTIN CHUCK"
"TID_TRUE_GOLD_CHUCK_SKIN_SHOP","SAF ALTIN\nCHUCK"
"TID_TRUE_SILVER_CHARLIE_SKIN","SAF GÜMÜŞ CHARLIE"
"TID_TRUE_SILVER_CHARLIE_SKIN_SHOP","SAF GÜMÜŞ\nCHARLIE"
"TID_TRUE_GOLD_CHARLIE_SKIN","SAF ALTIN CHARLIE"
"TID_TRUE_GOLD_CHARLIE_SKIN_SHOP","SAF ALTIN\nCHARLIE"
"TID_TRUE_SILVER_WILLOW_SKIN","SAF GÜMÜŞ WILLOW"
"TID_TRUE_SILVER_WILLOW_SKIN_SHOP","SAF GÜMÜŞ\nWILLOW"
"TID_TRUE_GOLD_WILLOW_SKIN","SAF ALTIN WILLOW"
"TID_TRUE_GOLD_WILLOW_SKIN_SHOP","SAF ALTIN\nWILLOW"
"TID_TRUE_SILVER_KIT_SKIN","SAF GÜMÜŞ KIT"
"TID_TRUE_SILVER_KIT_SKIN_SHOP","SAF GÜMÜŞ\nKIT"
"TID_TRUE_GOLD_KIT_SKIN","SAF ALTIN KIT"
"TID_TRUE_GOLD_KIT_SKIN_SHOP","SAF ALTIN\nKIT"
"TID_TRUE_SILVER_MICO_SKIN","SAF GÜMÜŞ MICO"
"TID_TRUE_SILVER_MICO_SKIN_SHOP","SAF GÜMÜŞ\nMICO"
"TID_TRUE_GOLD_MICO_SKIN","SAF ALTIN MICO"
"TID_TRUE_GOLD_MICO_SKIN_SHOP","SAF ALTIN\nMICO"
"TID_OVERCHARGE_SKIN_REQUIREMENT","Dönüşüm için savaşçının hiperşarjı gerekir."
"TID_OVERCHARGE_SKIN_TITLE","HİPERŞARJ KOSTÜMÜ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_1","MAKSİMUM GÜÇ KOSTÜMLERİ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_2","HİPERŞARJ KOSTÜMÜ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_3","GEÇİCİ MUTASYONLAR"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_4","DİĞER GODZILLA GÖRSEL ÜRÜNLERİ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_CHANCE_TO_UNLOCK","Şans:"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_DROP_CHANCES","YUMURTA ŞANSLARI"
"TID_COLLAB_GODZILLA_CLUB_TITLE","YUMURTA KIRANLAR!"
"TID_COLLAB_GODZILLA_CLUB_TOP_CONTRIBUTORS","En İyi Yumurta Kıranlar"
"TID_TILE_BATTLEPASSPLUS_SEASON26","Gojira"
"TID_TILE_BATTLEPASSPLUS_SEASON27","Bu bir bot"
"TID_MASTER_HACKER_BROCK_SKIN","USTA HACKER\nBROCK"
"TID_MASTER_HACKER_BROCK_SKIN_SHOP","USTA HACKER\nBROCK"
"TID_RGB_HACKER_BROCK_SKIN","KYM HACKER\nBROCK"
"TID_RGB_HACKER_BROCK_SKIN_SHOP","KYM HACKER\nBROCK"
"TID_DELIVERY_MUTATIONS_FOR","<cCEFF00>MUTASYON</c> süresi: <TIMER>"
"TID_EMOTE_BUNDLE_RT_CULT","KIZIL R-T ROZET PAKETİ"
"TID_EMOTE_BUNDLE_MAISIE_JUNGLE","ORMAN KRALİÇESİ MAISIE ROZET PAKETİ"
"TID_EMOTE_BUNDLE_SPOREMIND_CORDELIUS","MANTAR SPOR CORDELIUS ROZET PAKETİ"
"TID_EMOTE_BUNDLE_PERISCOPE_PEARL","PERİSKOP PEARL ROZET PAKETİ"
"TID_EMOTE_BUNDLE_ROSIE_CHARLIE","GÜL KIZ CHARLIE ROZET PAKETİ"
"TID_EMOTE_BUNDLE_SKULLTOON","SKULLTOON ROZET PAKETİ"
"TID_EMOTE_BUNDLE_LNY_DRAGON","EJDERHA YILI ROZET PAKETİ"
"TID_EMOTE_BUNDLE_SANDCLOCK","KUM SAATİ ROZET PAKETİ"
"TID_EMOTE_BUNDLE_SKULL_RAGNAROK","KAFATASI RAGNAROK ROZET PAKETİ"
"TID_EMOTE_BUNDLE_GODZILLA_EGG","GODZILLA YUMURTASI ROZET PAKETİ"
"TID_EMOTE_BUNDLE_SKULL_HACKER","HACKER KAFATASI ROZET PAKETİ"
"TID_CLUB_PENDING_LEAVE_DESC","KULÜPTEN AYRILDIN!\n\nEtkinlik bitene kadar yeni bir kulübe katılamazsın. Etkinlik boyunca ödüllere katkıda bulunur ve etkinlik bitince ödülleri alırsın."
"TID_CLUB_PENDING_LEAVE_JOIN_NEW","Etkinlikten sonra yeni bir kulübe katıl:"
"TID_CLUB_PENDING_LEAVE_OR","veya"
"TID_CLUB_PENDING_LEAVE_BUTTON_REJOIN","YENİDEN KATIL"
"TID_CLUB_PENDING_LEAVE_REJOIN_REQUEST_SENT","Yeniden katılma isteği gönderildi."
"TID_CLUB_PENDING_KICK_DESC","Bu kulüpten atıldın.\n\nEtkinliğin kalanında bu kulübün etkinlik ödüllerine katkıda bulunmaya devam edecek ve ödülleri alacaksın."
"TID_CLUB_PENDING_KICK_JOIN_NEW","Etkinlikten sonra yeni bir kulübe katıl:"
"TID_COLLAB_EVENT_COMPLETE","ETKİNLİK TAMAMLANDI"
"TID_COLLAB_MUTATIONS_ACTIVE","Etkin Mutasyonlar"
"TID_COLLAB_GODZILLA_GAME_MODE","ŞEHİR YIKIMI"
"TID_COLLAB_GODZILLA_CLUB_INFO_TEXT_1","YUMURTALARI AÇ"
"TID_COLLAB_GODZILLA_CLUB_INFO_TEXT_2","Etkinlik boyunca kulüp üyeleri tarafından açılan tüm yumurtalar sayılır!"
"TID_COLLAB_GODZILLA_CLUB_INFO_TEXT_3","ÖDÜLLER KAZAN"
"TID_COLLAB_GODZILLA_CLUB_INFO_TEXT_4","Katkıda bulunan tüm üyeler kulübün kazandığı ödülleri alır."
"TID_COLLAB_GODZILLA_CLUB_INFO_TITLE","KULÜP ETKİNLİĞİ"
"TID_COLLAB_GODZILLA_CLUB_TEASER_DESCRIPTION","Oynamak için kulübünü doldur! Etkinlik başladığında kulüpte olan üyeler etkinlik sonuna kadar kulübe bağlı kalır."
"TID_COLLAB_GODZILLA_CLUB_TEASER_EGG","CANAVAR YUMURTASININ gelmesine:"
"TID_GOLD_HACKER_BROCK_SKIN","ALTIN HACKER\nBROCK"
"TID_GOLD_HACKER_BROCK_SKIN_SHOP","ALTIN HACKER\nBROCK"
"TID_COLLAB_GODZILLA_GAME_MODE_SUBTITLE","Düşman şehrini yok et!"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP","Çıkma şansı:"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_RARE","ENDER"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_SUPER_RARE","SÜPER ENDER"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_EPIC","DESTANSI"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_MYTHIC","GİZEMLİ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_LEGENDARY","EFSANEVİ"
"TID_COLLAB_MUTATIONS_TEMPORARY","Mutasyonlar sınırlı bir süreliğine kullanılabilir."
"TID_BRAWL_PASS_SEASON_25","GODZILLA"
"TID_BRAWL_PASS_SEASON_26","SİBER SAVAŞ"
"TID_SKIN_FEATURE_HYPERCHARGE","Hiperşarj kostümleri, hiperşarj etkinleştirildiğinde tüm bu özelliklerin yanı sıra özel bir dönüşüm modeli içerir."
"TID_SURVIVAL_551","ElliBeş"
"TID_KNOCKOUT_551","Nehirler Arası"
"TID_KNOCKOUT_552","Dört Seviye"
"TID_WANTED_551","İlgi Çekici"
"TID_TAGTEAM_551","Yanan Fişekler"
"TID_COLLAB_EVENT_TEASER_STARTS_IN","Etkinliğin başlamasına:"
"TID_COLLAB_EVENT_TEASER_JOIN_A_CLUB","Etkinliklerde daha fazla ödül kazanmak için bir kulübe katıl!"
"TID_COLLAB_EVENT_TEASER_CLUB_REWARDS","Etkinlik boyunca kulübünle birlikte ödüller kazan!"
"TID_TILE_MASTERY_DRACO","Zindan Ustası"
"TID_TILE_MASTERY_LILY","Kalleş"
"TID_COLLAB_CLUB_REWARD_SKIN","KOSTÜM"
"TID_COLLAB_GODZILLA_EGGS_OPENED","Açılan"
"TID_GODZILLA_RAMPAGE_1","Şehirde Dehşet"
"TID_GODZILLA_RAMPAGE_2","Başkent Kaosu"
"TID_GODZILLA_RAMPAGE_3","Kasaba Saldırısı"
"TID_GODZILLA_RAMPAGE_4","Yollarda Yıkım"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_5","KAYNAKLAR"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_6","VE DAHA FAZLASI"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_CHANCE_TO_DROP_MYTHIC_LEGENDARY","GİZEMLİ VE EFSANEVİ"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_OTHER_SKINS","MAKS. GÜÇ temasından daha fazla kostüm!"
"TID_COLLAB_GODZILLA_CHAIN_OFFER_PANEL_TITLE_7","SÜPER RANGER BROCK KOSTÜMLERİ"
"TID_SKIN_FEATURE_CHROMAS","Kostüm renk seçenekleri ek görsel ürün olarak yalnızca bir rozet içerir."
"TID_KNOCKOUT_5V5_1","Cızırdayan Odalar"
"TID_KNOCKOUT_5V5_2","Mahzen Mezar"
"TID_KNOCKOUT_5V5_3","Şaşırtan Şehir"
"TID_EXTRACTION_4","Sağlam Sığınak"
"TID_STRAWBERRY_LILY_SKIN","ÇİLEK\nLILY"
"TID_STRAWBERRY_LILY_SKIN_SHOP","ÇİLEK\nLILY"
"TID_EGG_CONFIRMATION_MORE_INFO","ÖDÜL ŞANSLARI"
"TID_INBOX_CAPTION_RANDOM_COLLAB_DROP_DONATION","<NUM> Rastgele Etkinlik Ödülü Bağışı"
"TID_PAINTER","BERRY"
"TID_PAINTER_SHORT_DESC","Alan kontrolü sağlar ve takım arkadaşlarını iyileştirir."
"TID_PAINTER_DESC","Mandy'nin şeker dükkanında çalışırken en fazla ne olabilir ki? HER ŞEY! Neyse ki Berry bir yük beygiri kadar sabırlı ve dayanıklı. İşinden nefret ediyor gibi görünse de mesai sonrası onu hafiften gülümserken yakalayabilirsiniz."
"TID_PAINTER_WEAPON","ERİME"
"TID_PAINTER_WEAPON_DESC","Berry, hedeflediği alana erimiş dondurma atarak dostlarını iyileştirir, düşmanlara hasar verir. Erimiş dondurma hem isabet ettiğinde hem de zaman içinde etkisini gösterir."
"TID_PAINTER_ULTI","LEZİZ SERVİS"
"TID_PAINTER_ULTI_DESC","Berry ileri atılır, kendi etrafında dönerek etrafa erimiş dondurma saçar. Dostlarını iyileştirip düşmanlara hasar veren bu erimiş dondurma hem isabet ettiğinde hem de zaman içinde etkilidir."
"TID_PAINTER_SP_1","BÖYLE İYİ"
"TID_PAINTER_SP_1_DESC","Berry, kendi erimiş dondurmalarının üzerindeyken atışlarını <c00cc00>%<VALUE1></c> daha hızlı doldurur."
"TID_PAINTER_SP_2","ANTİ-TEMİZ"
"TID_PAINTER_SP_2_DESC","Berry'nin temel saldırısı, dondurma olmayan alanlara isabet ettiğinde <c00cc00>%<VALUE1></c> ekstra hasar verir."
"TID_PAINTER_GADGET_1","DOSTLAR SAĞ OLSUN"
"TID_PAINTER_GADGET_1_DESC","Berry kuyruğunu sallayarak düşmanları geri püskürtür ve yakınlardaki dostlarını <c00cc00><VALUE1></c> puan iyileştirir."
"TID_PAINTER_GADGET_2","KATKI MADDELERİ"
"TID_PAINTER_GADGET_2_DESC","Berry'nin bir sonraki saldırısında alan etkisi <c00cc00>%<VALUE1></c> daha uzun sürer."
"TID_SCID_REWARDS_TITLE","ÖZEL ÖDÜLLER KAZAN!"
"TID_SCID_REWARDS_INFO","Açmak için ID Ödülleri kartını etkinleştirmelisin."
"TID_SCID_REWARDS_POINTS","<NUM> ÜCRETSİZ PUANI KAÇIRMA!"
"TID_BP_SPECIAL_DISCOUNT","ÖZEL İNDİRİM!"
"TID_CRAB","CLANCY"
"TID_CRAB_SHORT_DESC","Uzaktan atışlar yaparak seviye atlar ve haritayı ele geçirir."
"TID_CRAB_DESC","Clancy asla yolundan dönmez (Hank emir vermedikçe). Sahte olsa da kabuklu deniz canlısı olarak yaşamaya alışmış ve yoldaşları için her türlü fedakârlığa hazır."
"TID_CRAB_WEAPON","BALONCUK"
"TID_CRAB_WEAPON_DESC","Clancy'nin saldırıları her aşamada güçlenir.\n1. AŞAMA: Clancy bir boya topu atar.\n2. AŞAMA: Clancy her saldırıda ikinci bir boya topu atar.\n3. AŞAMA: Clancy her saldırısında çaprazlama iki ek boya topu atar."
"TID_CRAB_ULTI","FIRTINA"
"TID_CRAB_ULTI_DESC","Clancy'nin süperi her aşamada yükselir.\n1. AŞAMA: Clancy, önündeki koni şeklinde bir alana boya topu yağmuru ateşler.\n2. AŞAMA: Boya topları daha uzağa gider.\n3. AŞAMA: Boya topları %<lvl3DamageBuff> ek hasar ve hareket hızı artışı verir!"
"TID_CRAB_SP_1","KEŞİF"
"TID_CRAB_SP_1_DESC","Clancy, maçlara <c00cc00><VALUE1></c> künyeyle başlar."
"TID_CRAB_SP_2","SIRADAKİ"
"TID_CRAB_SP_2_DESC","Clancy, bir düşmanı yok ettiğinde tüm cephanesini doldurur."
"TID_CRAB_GADGET_1","VERİMLİ ATIŞLAR"
"TID_CRAB_GADGET_1_DESC","Clancy, <c00cc00><VALUE1></c> saniye boyunca iki kat künye kazanır."
"TID_CRAB_GADGET_2","TAKTİKSEL GERİ ÇEKİLME"
"TID_CRAB_GADGET_2_DESC","Clancy hızlanır ve <c00cc00><VALUE1></c> mermi doldurur."
"TID_CRAB_OVERCHARGE","GÖREV GERİ ÇAĞIRIYOR"
"TID_CRAB_OVERCHARGE_DESC","Clancy'nin süperindeki baloncuklar düşmanların içinden geçer, ardından hızla kendisine geri dönerek düşmanlara tekrar hasar verir."
"TID_TRAIT_POWER_TOKENS","Clancy, yetenekleriyle düşmanları vurduğunda künye kazanır."
"TID_HINT_67","Kulübün yoksa bir kulübe katıl!"
"TID_STAT_HEAL_PER_SECOND","Saniye başına iyileştirme"
"TID_STAT_DAMAGE_OR_HEAL_PER_SECOND","Hasar / Saniye başına iyileştirme"
"TID_TRAIT_CHARGE_SUPER_FROM_HEALING","Bu savaşçının süper özelliği başkalarını iyileştirdikçe dolar."
"TID_CLASS_ARCHETYPE_TANK","TANK"
"TID_CLASS_ARCHETYPE_ASSASSIN","SUİKASTÇI"
"TID_CLASS_ARCHETYPE_SUPPORT","DESTEK"
"TID_CLASS_ARCHETYPE_CONTROLLER","ALAN KONTROLÜ"
"TID_CLASS_ARCHETYPE_DAMAGE_DEALER","YÜKSEK HASAR"
"TID_CLASS_ARCHETYPE_MARKSMAN","KESKİN NİŞANCI"
"TID_CLASS_ARCHETYPE_ARTILLERY","TOPÇU"
"TID_QUICK_CHAT_MENU_CHAT_MORE","Mesajını yaz..."
"TID_GAME_MODE_37","BOYA SAVAŞI"
"TID_GAME_MODE_37_DESC","Haritayı takımının renklerine boya!\n\nHaritada <cFFBB00>boya topunu</c> kullanarak yerleri boyayabilir veya rakip takımı yok ederek etrafa boya saçılmasını sağlayabilirsin. Haritayı <c88FF88>%<MAX_SCORE></c> boyayan ilk takım kazanır. Süre bitecek olursa haritayı daha fazla boyamış olan takım kazanır!"
"TID_GAME_MODE_38","ÜÇLÜ HESAPLAŞMA"
"TID_GAME_MODE_38_DESC","Üç diğer takımla savaş. Yok edildiğinde, takım arkadaşlarından biri hayattaysa belirli bir süre sonra tekrar canlanırsın."
"TID_GAME_MODE_39","TRAMPET"
"TID_GAME_MODE_39_DESC","Bir düşmanı yok ettiğinde savaşçın sıradaki savaşçıyla değişir. Son savaşçıyla bir düşman yok eden ilk oyuncu kazanır."
"TID_GUN_GAME_INTRO_TEXT","Her savaşçıyla kazan!"
"TID_EVENT_POPUP_GMV_LABEL_GUN_GAME","Final Alaşağı Zaferleri"
"TID_GAME_MODE_DRUM_ROLL","TRAMPET"
"TID_BLOWER_OVERCHARGE_DESC","Gale, süper saldırısında daha geniş bir açıyla iki atış yapar ve düşmanları daha da geri püskürtür."
"TID_BARKEEP_OVERCHARGE_DESC","Barley, etki alanındaki çalıları da yok eden üç büyük şişe atar."
"TID_HAMMERDUDE_OVERCHARGE_DESC","Frank'in süper saldırısı etrafında tam bir daireye hasar verir."
"TID_INSECTMAN_OVERCHARGE_DESC","Hiperşarj sırasında süperi Angelo'yu takip eder!"
"TID_TRICKSHOTDUDE_OVERCHARGE_DESC","Rico'nun süper saldırısında attığı mermiler daha da uzağa seker."
"TID_SNIPER_OVERCHARGE_DESC","Piper, daha yüksek hızda kaçar ve ardında daha da fazla bomba bırakır. İndiği yerde engelleri de yok eder."
"TID_MUMMY_OVERCHARGE_DESC","Emz, süper özelliğini etkinleştirdiğinde düşmanları etki alanının dışına iter ve bir doz spreyle saldırır."
"TID_BLOWER_OVERCHARGE","KAR FIRTINASI"
"TID_BARKEEP_OVERCHARGE","ÖFKE DOLU ŞİŞE"
"TID_HAMMERDUDE_OVERCHARGE","SİSMİK DARBE"
"TID_INSECTMAN_OVERCHARGE","TAM BANA GÖRE"
"TID_TRICKSHOTDUDE_OVERCHARGE","HİLELİ ATIŞ KRALI"
"TID_SNIPER_OVERCHARGE","TAM İSABET"
"TID_MUMMY_OVERCHARGE","SİS PERDESİ"
"TID_SOCIAL_ADD_WITH_PLAYER_ID","OYUNCU KODUYLA EKLE"
"TID_SOCIAL_SCAN_QR","KAREKODU TARA"
"TID_TEAM_UP_TITLE","TAKIM KUR"
"TID_TEAM_UP_XP_MULTIPLIER","x2"
"TID_TEAMUP_CREATE_BUTTON","OLUŞTUR"
"TID_TEAMUP_CREATE_TITLE","TAKIM OLUŞTUR"
"TID_TEAMUP_CREATE_SUBTITLE","Paylaşabileceğin bir #KOD veya karekod alırsın."
"TID_TEAMUP_TEAM_CREATED","Takım oluşturuldu."
"TID_TEAMUP_SHARE_BUTTON","PAYLAŞ"
"TID_TEAMUP_SHARE_TITLE","DAVET PAYLAŞ"
"TID_TEAMUP_JOIN_WITH_QR_BUTTON","KAREKODU TARA"
"TID_TEAMUP_JOIN_WITH_CODE_BUTTON","TAKIM KODU"
"TID_TEAMUP_JOIN_TITLE","TAKIMA KATIL"
"TID_TEAMUP_SEARCH_BUTTON","ARA"
"TID_TEAMUP_SEARCH_TITLE","OYUNCU ARA"
"TID_TEAMUP_SEARCH_SUBTITLE","<MODE> oynamak istiyorum"
"TID_BUTTON_CONNECT_SCID","BAĞLAN"
"TID_PAINT_1","Paslı Alan"
"TID_PAINT_2","Arka Sokak"
"TID_PAINT_3","Restorasyon"
"TID_PAINT_4","Çimen Renkleri"
"TID_PAINT_5","Boya Dükkanı"
"TID_PAINT_6","Kromatik Otlar"
"TID_PAINT_7","Kadim Noktalar"
"TID_PAINT_8","Teras Tonu"
"TID_COLLAB_2","KLASİK"
"TID_COLLAB_CLASSIC_TODAYS_BRAWLER","Şu anki savaşçı"
"TID_COLLAB_GUARANTEE_PROGRESS_SKIN_TEXT","Mega Kutuları açarak ÜCRETSİZ bir kostüm alabilirsin:"
"TID_COLLAB_GUARANTEE_PROGRESS_GENERIC_TEXT","Garantili ödül"
"TID_COLLAB_GUARANTEE_PROGRESS_VALUES","<PROGRESS>/<TOTAL>"
"TID_COLLAB_GUARANTEE_NEXT_BOX","Sonraki ÜCRETSİZ kutu:"
"TID_COLLAB_GUARANTEE_BUY_BOXES","KUTU AL"
"TID_COLLAB_GUARANTEE_TITLE","MEGA KUTULAR"
"TID_COLLAB_GUARANTEE_SUB_TITLE","Klasik etkinlikte kalan süre: <TIME>"
"TID_COLLAB_GUARANTEE_FREE_BOX_TOOLTIP","Jeton simgesine sahip etkinliklerde kazanarak toplayacağın yıldız jetonlarıyla ücretsiz bir mega kutu alabilirsin."
"TID_COLLAB_GUARANTEE_SKIN_TOOLTIP","Dönüşüm için hiperşarja sahip 11. seviye Rico gerekir."
"TID_COLLAB_GUARANTEE_PROGRESS_CLAIMED","Alınan"
"TID_QUICK_MESSAGE_YO","N'aber?"
"TID_QUICK_MESSAGE_LAG","Oyun takılıyor."
"TID_QUICK_MESSAGE_GG","İyi oyundu!"
"TID_QUICK_MESSAGE_LOL","Haha!"
"TID_QUICK_MESSAGE_BRB","Hemen döneceğim!"
"TID_QUICK_MESSAGE_QUESTS","Görev yapalım."
"TID_QUICK_MESSAGE_TROPHIES","Kupa kazanalım."
"TID_MY_QR_CODE","KAREKODUM"
"TID_SCAN_TO_ADD_AS_FRIEND","Arkadaş olarak eklemek için tara"
"TID_TEAM_QR_CODE","TAKIM KAREKODUM"
"TID_SCAN_TO_JOIN_TEAM","Takımıma katılmak için tara"
"TID_ADD_FRIEND_TITLE","ARKADAŞ EKLEME"
"TID_PLAYER_WANTS_TO_ADD_FRIEND","<name> seni arkadaş olarak eklemek istiyor."
"TID_NOTIFICATION_EVENT_0_1_REWARD","Bonus etkinlik ödülü aldın!"
"TID_NOTIFICATION_EVENT_2_1_REWARD","Klasik etkinlikte bir bonus ödül aldın!"
"TID_TEAM_UP_XP_BONUS","İki kat savaş DP'si"
"TID_TEAM_UP_XP_BONUS_INFO","Günlük ekstra DP kazanmak için takım ol"
"TID_TEAM_UP_TUTORIAL","Burada arkadaşlarınla takım kur!"
"TID_TEAM_UP_SLOT_SEARCHING","ARANIYOR"
"TID_LFG_ALREADY_SEARCHING","Bir takım zaten aranıyor."
"TID_LFG_NEW_MEMBER_JOINED","<NAME>, takımına katıldı."
"TID_SETTINGS_MUTE_TEAM_INVITES","TAKIM DAVETLERİNİ SESSİZE AL"
"TID_SETTINGS_MUTE_TEAM_CHAT","TAKIM MESAJLARINI SESSİZE AL"
"TID_SETTINGS_JP_LEGAL_NOTICE","資金決済に基づく表示"
"TID_SHOP_OFFER_TITLE_55","MEGA KUTU"
"TID_ADD_WITH_PLAYER_ID","OYUNCU KODUYLA EKLE"
"TID_ADD_FRIEND","ARKADAŞ EKLE"
"TID_TEAM_UP_XP_BONUS_ACTIVE","İKİ KAT ETKİN"
"TID_FRIENDS_MY_QR_CODE","KAREKODUM"
"TID_FRIENDS_YOUR_PLAYER_ID","OYUNCU KODUN:"
"TID_PLAYER_ID_TOOLTIP_NOT_CONNECTED","Bu sana özel oyuncu kodun. Değiştirmek için Supercell ID'ye bağlan."
"TID_PLAYER_ID_TOOLTIP_CONNECTED","Bu sana özel oyuncu kodun. Supercell ID ayarlarından değiştirebilirsin."
"TID_PLAYER_ID_COPIED","Oyuncu kodu panoya kopyalandı."
"TID_FRIENDS_ADD_FRIENDS","ARKADAŞ EKLE"
"TID_SKIN_INFO_CAVE","KAFATASI MAĞARASI KLANI"
"TID_YOUR_PLAYER_ID_HANDLE","Oyuncu kodun: <HANDLE>"
"TID_ENTER_PLAYER_ID_TEXT","Arkadaş olarak eklenecek oyuncu kodunu gir."
"TID_INVALID_PLAYER_ID","<ccc0033>Oyuncu kodu bulunamadı.</c>"
"TID_FRIEND_ALREADY_ADDED","Arkadaş zaten eklenmiş!"
"TID_FRIEND_REQUEST_SENT","Arkadaşlık isteği gönderildi (<HANDLE>)!"
"TID_FAME_TIER_ALIEN1","UZAYLI ŞÖHRETİ I"
"TID_FAME_TIER_ALIEN2","UZAYLI ŞÖHRETİ II"
"TID_FAME_TIER_ALIEN3","UZAYLI ŞÖHRETİ III"
"TID_INVALID_PLAYER_TAG","<ccc0033>Geçersiz oyuncu kodu</c>"
"TID_GAME_MODE_MIRROR_BANNER","AYNA"
"TID_PAINT_BALL_INTRO_TEXT","Haritayı takımının rengine boya!"
"TID_BOUNTY_561","Çapraz Ateş"
"TID_BOUNTY_562","Gökkuşağı Günü"
"TID_BALL_561","Örümcek Hattı"
"TID_BALL_562","Ofsayt Tuzağı"
"TID_GEMGRAB_561","Sinsi Saldırı"
"TID_GEMGRAB_562","Ortalama Üstü"
"TID_BANKHEIST_561","Elmas Kubbe"
"TID_BANKHEIST_562","Çifte Kilit"
"TID_HOTZONE_561","Yansımalar"
"TID_HOTZONE_562","Küçük İşletmeler"
"TID_KNOCKOUT_561","Ejderha Çenesi"
"TID_KNOCKOUT_562","Alacakaranlık Geçidi"
"TID_KNOCKOUT_563","Sert Şerit"
"TID_KNOCKOUT_564","Adadan Adaya"
"TID_DEATHMATCH_561","Baharat Üretimi"
"TID_DEATHMATCH_562","Hindistan Cevizi Koyu"
"TID_SHOWDOWN_561","Zıplayan Kurbağalar"
"TID_SHOWDOWN_562","Son Dörtlü"
"TID_COLLAB_CLASSIC_INFO_TEXT_1","YILDIZ JETONU TOPLA"
"TID_COLLAB_CLASSIC_INFO_TEXT_2","Bazı oyun modlarında her gün yenilenen bir yıldız jetonu vardır."
"TID_COLLAB_CLASSIC_INFO_TEXT_3","MEGA KUTULARI AÇ"
"TID_COLLAB_CLASSIC_INFO_TEXT_4","Her kutuda çeşitli rastgele ödüller olur."
"TID_COLLAB_CLASSIC_INFO_TITLE","KLASİK Savaş"
"TID_COLLAB_CLASSIC_INFO_SUBTITLE","Sınırlı Süreli Etkinlik"
"TID_COLLAB_CLASSIC_STAR_TOKEN_TOOLTIP","Bu etkinlikteki ilk zaferin sana yengeç parası kazandırır. Bu paraları SüngerBob etkinliği süresince Yengeç Restoran'da kullanabilirsin. Yengeç parası kazandıran etkinlikler her gün yenilenir!"
"TID_INBOX_CAPTION_MEGABOX_DONATION","<NUM> mega kutu hediyesi"
"TID_INBOX_CAPTION_STARRTOKENS_DONATION","<NUM> yıldız jetonu hediyesi"
"TID_BRAWL_PASS_SEASON_27","TANRILAR CANAVARLARA KARŞI!"
"TID_BRAWL_PASS_SEASON_28","BOYA SAVAŞI!"
"TID_TILE_BATTLEPASSPLUS_SEASON28","Ölümsüz"
"TID_TILE_BATTLEPASSPLUS_SEASON29","Barbar"
"TID_PLAYER_STAT_24","ŞU ANKİ ELO"
"TID_PLAYER_STAT_25","EN YÜKSEK ELO"
"TID_PLAYER_STAT_26","USTALAR SIRALAMASI"
"TID_STREAM_EVENT_11","<sender> sonraki aşamaya geçti!"
"TID_GAME_MODE_40","RUH TOPLAYICI"
"TID_GAME_MODE_40_DESC","Yok edilen rakiplerin ruhlarını toplarsın. <MAX_SCORE> ruh toplayan ilk takım maçı kazanır!"
"TID_GAME_MODE_MIRROR_MATCH","AYNA SAVAŞI"
"TID_COLLAB_GUARANTEE_FREE_BOX_TOOLTIP_BUTTON","ETKİNLİKLER"
"TID_COLLAB_GUARANTEE_FREE_BOX_NO_TOKENS_TOOLTIP","Bugünün tüm yıldız jetonları toplandı."
"TID_COLLAB_STAR_TOKEN_TOOL_TIP","Bu etkinlikteki ilk zaferin sana yengeç parası kazandırır. Bu paraları SüngerBob etkinliği süresince Yengeç Restoran'da kullanabilirsin. Yengeç parası kazandıran etkinlikler her gün yenilenir."
"TID_REPORT_PROFILE_ID","OYUNCU KODU ŞİKAYETİ"
