TID,KR
TID_RANKED_MATCH_TERMINATED_REASON_6,매치 종료: 전투가 너무 깁니다.
TID_RANKED_GOAL_REWARD_PURCHASE_OPTION_SKIN,한정판 스킨\n구매 옵션
TID_RANKED_MATCH_TERMINATED_NAME_PLAYER,플레이어
TID_RANKED2_CONFIRM_PICKED,선택됨
TID_ATT_NOT_GIVEN_PRINT,개인정보 보호 옵션 설정에 따라 Facebook 소셜 기능이 비활성화되었습니다.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_3,챌린지 시도 기회가 남아있는 경우 추가 시도 기회를 구매할 수 없습니다.
TID_CHALLENGE_LIVES_PURCHASE_ERROR_4,이미 종료된 챌린지입니다!
TID_CHALLENGE_LIVES_PURCHASE_ERROR_GENERIC,지금은 챌린지 시도 기회를 구매할 수 없습니다. 나중에 다시 시도해 주세요!
TID_RANKED_COOLDOWN_FLOATER,매치를 시작할 수 없습니다. <TIME> 동안 파워 리그 참가가 정지되었습니다.
TID_RANKED_COOLDOWN_WARNING,남은 정지 기간: <TIME>
TID_RANKED_ENEMY_P1,레드 1
TID_RANKED_ENEMY_P2,레드 2
TID_RANKED_ENEMY_P3,레드 3
TID_NOTIFICATION_RANKED_SEASON_STARTED,새 파워 리그 시즌이 시작되었습니다!
TID_NOTIFICATION_RANKED_SEASON_ENDING,파워 리그 시즌이 곧 종료됩니다. 계속 플레이하세요!
TID_POWER_LEAGUE_SEASON,파워 리그
TID_STARTING_SOON,곧 시작합니다!
TID_RANKED_TEAM_SELECT_HINT_PICK,브롤러를 선택하세요
TID_RANKED_TEAM_SELECT_HINT_BAN,브롤러를 금지하세요
TID_RANKED_TEAM_SELECT_HINT_SP,스타 파워를 선택하세요
TID_RANKED_TEAM_SELECT_HINT_SP_GADGET,스타 파워와 가젯을 선택하세요
TID_RANKED_TEAM_SELECT_HINT_GADGET,가젯을 선택하세요
TID_RANKED_TEAM_SELECT_HINT_NO_SP_NO_GADGET,전투를 준비하세요!
TID_MSG_RANKED_ABANDON_MATCH,파워 리그 매치를 중도 이탈하였습니다. 중도 이탈 행위를 반복하면 파워 리그 참가가 일시적으로 정지될 수 있습니다.
TID_RANKED_REWARDS_QUALIFY,매치를 한 번 이상 플레이해야 보상을 획득할 수 있습니다.
TID_FRIEND_STATUS_RANKED,파워 리그
TID_CLAN_MEMBER_ONLINE_STATUS_15,<cff1e00>파워 리그</c>
TID_TEAM_MEMBER_STATUS_15,<cff1e00>파워 리그</c>
TID_TEAM_MEMBER_STATUS_NEW_15,파워 리그
TID_RANKED_TEAM_SELECT_PICK_BAN_TURN,브롤러 선택/금지까지:
TID_RANKED_TEAM_MODE_NOT_UNLOCKED,해당 모드를 잠금 해제하지 않은 팀원이 있습니다!
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_RANKED,<RANK> 랭크를 달성해 파워 리그 리플레이를 잠금 해제하세요!
TID_TEAM_ERROR_RANKED_NOT_UNLOCKED,파워 리그가 아직 잠금 해제되지 않았습니다.
TID_RANKED_COINFLIP_LEADER_HEADER,팀 리더
TID_ROUND_OVER,라운드 종료
TID_GAME_OVER_KNOCKOUT_BLUE,라운드 패배!\n매치 종료
TID_GAME_OVER_KNOCKOUT_RED,라운드 승리!\n매치 종료
TID_KNOCKOUT_BLUE,라운드 패배!
TID_KNOCKOUT_RED,라운드 승리!
TID_GAME_MODE_20,녹아웃
TID_GAME_MODE_20_DESC,3판 2승제 녹아웃 라운드전에서 상대 팀을 물리치세요! 처치된 브롤러는 해당 라운드가 종료될 때까지 출전할 수 없습니다. 시간이 지나면 주위에서 독 구름이 몰려옵니다. 빠르게 행동하세요!\n\n먼저 두 라운드를 이기는 팀이 매치에 승리합니다.
TID_KNOCKOUT_INTRO_TEXT,상대 브롤러를 물리치세요!
TID_INBOX_CAPTION_72_28,선물: 아이콘
TID_RANKED_YOUR_TURN,내 차례!
TID_RANKED_BAN_YOUR_TURN,내 금지 차례!
TID_RANKED_PICK_YOUR_TURN,내 선택 차례!
TID_KNOCKOUT_TIEBREAK_BAR,타이브레이커 피해량
TID_HOMESCREEN_INFO_RANKED_SOLO,파워 리그 전투에서 승리해 랭크를 올리고 더 좋은 보상을 받으세요.\n\n현재 솔로 랭크:\n<RANK>
TID_HOMESCREEN_INFO_RANKED_TEAM,파워 리그 전투에서 승리해 랭크를 올리고 더 좋은 보상을 받으세요.\n\n현재 팀 랭크:\n<RANK>
TID_NAME_TECHNICAL_ERROR_TRY_AGAIN,기술적 오류로 이름 확인에 실패했습니다. 나중에 다시 시도하세요.
TID_NOTIFICATION_KNOCKOUT,신규 녹아웃 맵 플레이 가능! 새 보상을 획득하세요!
TID_HERO_AND_SKIN_PREVIEW_BP_HERO,브롤 패스 브롤러
TID_HERO_AND_SKIN_PREVIEW_BP_SKIN,브롤 패스 한정판 스킨
TID_HERO_AND_SKIN_PREVIEW_TR_HERO,트로피 진척도 브롤러
TID_HERO_AND_SKIN_PREVIEW_PL_SKIN,파워 리그 한정판 스킨
TID_HERO_AND_SKIN_PREVIEW_CHALLENGE_SKIN,챌린지 승리 스킨
TID_MSG_RANKED_ABANDON_MATCH_BANNED,"너무 많은 매치에서 중도 이탈하여 일시적으로 파워 리그에 참가할 수 없습니다.\n\n중도 이탈 행위를 반복하는 경우, 참가 정지 기간이 더 길어질 수 있으며 랭크 점수가 감소할 수 있습니다."
TID_MSG_RANKED_ABANDON_MATCH_BANNED_ELO,"너무 많은 매치를 중도 이탈하여 일시적으로 파워 리그에 참가할 수 없으며, 랭크 점수가 하향됐습니다.\n\n매치 중도 이탈 행위를 반복하는 경우, 참가 정지 기간이 더 길어질 수 있으며 랭크 점수가 크게 감소할 수 있습니다."
TID_BRAWL_PASS_SEASON_5,골드암 갱
TID_ARCHVILLAIN_BEA_SKIN,빌런 비
TID_ARCHVILLAIN_BEA_SKIN_SHOP,빌런 비
TID_NEKO_BEA_SKIN,네코 비
TID_NEKO_BEA_SKIN_SHOP,네코 비
TID_GOLD_NEKO_BEA_SKIN,골드 네코 비
TID_GOLD_NEKO_BEA_SKIN_SHOP,골드 네코 비
TID_LANTERN_SANDY_SKIN,랜턴 샌디
TID_LANTERN_SANDY_SKIN_SHOP,랜턴 샌디
TID_MARSHAL_RUFFS_SKIN,보안관 러프스
TID_MARSHAL_RUFFS_SKIN_SHOP,보안관 러프스
TID_BELLE_GOLDHAND_SKIN,골드핸드 벨
TID_BELLE_GOLDHAND_SKIN_SHOP,골드핸드 벨
TID_GUNSLINGER_COLT_SKIN,총잡이 콜트
TID_GUNSLINGER_COLT_SKIN_SHOP,총잡이 콜트
TID_SALOON_8BIT_SKIN,카우보이 8비트
TID_SALOON_8BIT_SKIN_SHOP,카우보이 8비트
TID_QUICK_DRAW_EDGAR_SKIN,퀵드로우 에드거
TID_QUICK_DRAW_EDGAR_SKIN_SHOP,퀵드로우 에드거
TID_MISFORTUNE_TARA_SKIN,불운의 타라
TID_MISFORTUNE_TARA_SKIN_SHOP,불운의 타라
TID_AMBER_DE_LA_VEGA_SKIN,쾌걸 앰버
TID_AMBER_DE_LA_VEGA_SKIN_SHOP,쾌걸 앰버
TID_DYI_SURGE_SKIN,DIY 서지
TID_DYI_SURGE_SKIN_SHOP,DIY 서지
TID_MAR2021MAPS_1,독사의 호수
TID_MAR2021MAPS_2,황폐한 봉우리
TID_MAR2021MAPS_3,작은 관문
TID_MAR2021MAPS_4,주홍 글씨
TID_MAR2021MAPS_5,공동 농장
TID_MAR2021MAPS_6,올드 타운
TID_MAR2021MAPS_7,뱀의 송곳니
TID_MAR2021MAPS_8,외나무 다리
TID_MAR2021MAPS_9,포악의 땅
TID_MAR2021MAPS_10,벨스 락
TID_MAR2021MAPS_11,스컬패스
TID_MAR2021MAPS_12,클리어 시티
TID_MAR2021MAPS_13,하이 스프링스
TID_MAR2021MAPS_14,골드암 협곡
TID_KNOCKOUT_01,하루살이
TID_KNOCKOUT_02,미들 그라운드
TID_KNOCKOUT_03,위기일발
TID_KNOCKOUT_04,집잽
TID_KNOCKOUT_05,이중 속임수
TID_KNOCKOUT_06,스네이크 아웃
TID_KNOCKOUT_07,완충 지대
TID_TRUE_GOLD_NITA_SKIN,트루 골드 니타
TID_TRUE_GOLD_NITA_SKIN_SHOP,트루 골드 니타
TID_TRUE_GOLD_SPIKE,트루 골드 스파이크
TID_TRUE_GOLD_SPIKE_SHOP,트루 골드\n스파이크
TID_TRUE_GOLD_GENE,트루 골드 진
TID_TRUE_GOLD_GENE_SHOP,트루 골드 진
TID_TRUE_SILVER_NITA_SKIN,트루 실버 니타
TID_TRUE_SILVER_NITA_SKIN_SHOP,트루 실버 니타
TID_TRUE_SILVER_SPIKE,트루 실버 스파이크
TID_TRUE_SILVER_SPIKE_SHOP,트루 실버\n스파이크
TID_TRUE_SILVER_GENE,트루 실버 진
TID_TRUE_SILVER_GENE_SHOP,트루 실버 진
TID_CHALLENGE_TEASER_INFO_NOUNIQUE,"<CHALLENGE> 개시!\n\n<WIN>승을 달성해 보상을 획득하세요! 친구와 함께 플레이하거나 \q팀 찾기\q 기능을 사용해 승리 확률을 올리세요.\n\n해당 챌린지는 <DURATION>시간 동안만 진행되니, 모든 전투에서 최선을 다하세요!"
TID_CC_POPUP_TITLE_ANNIVERSARY,기념일 챌린지
TID_CC_POPUP_QUALIFY_INFO_GENERIC_NOUNIQUE,챌린지를 완료하고 무료 메가 상자를 획득하세요!
TID_QUALIFIED_INFO_GENERIC_NOUNIQUE,<CHALLENGE> 완료!\n무료 메가 상자를 획득했습니다!
TID_INBOX_CAPTION_65,선물: 스킨 구매 옵션
TID_ROPE_DUDE,버즈
TID_ROPE_DUDE_SHORT_DESC,어쌔신
TID_ROPE_DUDE_DESC,벨로시래피드의 안전요원인 버즈는 위험에 빠진 친구를 보면 레스큐 튜브를 던져 구해내려고 하지만... 힘 조절이 잘 안되는 것 같네요.
TID_ROPE_DUDE_WEAPON,저리 가!
TID_ROPE_DUDE_WEAPON_DESC,호루라기를 불어 부채꼴 모양으로 빠르게 5번 공격합니다.
TID_ROPE_DUDE_ULTI,튜브 던지기
TID_ROPE_DUDE_ULTI_DESC,레스큐 튜브를 던져 적중한 상대나 벽으로 날아가 근처의 상대를 기절시킵니다.
TID_SPEC_ABI_ROPE_DUDE_1,더 강한 튜브
TID_SPEC_ABI_ROPE_DUDE_1_DESC,특수 공격의 최소 기절 효과 지속 시간이 <c00cc00><VALUE1></c>초 증가합니다.
TID_SPEC_ABI_ROPE_DUDE_2,날카로운 눈
TID_SPEC_ABI_ROPE_DUDE_2_DESC,특수 공격이 충전되는 구역이 <c00cc00><VALUE1>%</c> 증가합니다.
TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI,예비 튜브
TID_ACCESSORY_ROPE_DUDE_WEAK_ULTI_DESC,"즉시 특수 공격을 일정량 충전하지만, 다음 특수 공격이 상대를 기절시키지 않습니다."
TID_DONATION_FROM_SUPPORT,브롤스타즈 지원팀의 선물
TID_ASSAULT_SHOTGUN,그리프
TID_ASSAULT_SHOTGUN_SHORT_DESC,컨트롤러
TID_ASSAULT_SHOTGUN_DESC,스타 파크 선물 가게의 사장입니다. 장사가 잘 안되지만 여전히 돈을 뿌리고 다닙니다. 어디서 났을까요? (요즘 직원들의 팁이 부족해 보이던데...)
TID_ASSAULT_SHOTGUN_WEAPON,동전 던지기
TID_ASSAULT_SHOTGUN_WEAPON_DESC,상대에게 좁은 부채꼴로 퍼지는 동전을 3번 연속해 던집니다.
TID_ASSAULT_SHOTGUN_ULTI,캐시백
TID_ASSAULT_SHOTGUN_ULTI_DESC,넓은 범위에 날카로운 지폐를 뿌립니다. 그냥 버리기에는 너무 소중해서 날렸던 지폐는 돌아오며 한 번 더 피해를 줍니다. 멀리 있는 상대에게 더 큰 피해를 줍니다.
TID_SPEC_ABI_ASSAULT_SHOTGUN_1,잔돈은 가지세요
TID_SPEC_ABI_ASSAULT_SHOTGUN_1_DESC,동전을 <c00cc00><VALUE1>%</c> 더 빠르게 던집니다.
TID_SPEC_ABI_ASSAULT_SHOTGUN_2,경기 회복
TID_SPEC_ABI_ASSAULT_SHOTGUN_2_DESC,<c00cc00><VALUE2></c>초마다 잃어버린 HP의 <c00cc00><VALUE1>%</c>를 회복합니다.
TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB,돼지 저금통
TID_ACCESSORY_ASSAULT_SHOTGUN_BOMB_DESC,짧은 시간 뒤에 폭발하는 폭죽으로 가득 찬 돼지 저금통을 떨어뜨립니다. 폭발 시 주위 장애물을 파괴하고 범위 내의 상대에게 <c00cc00><VALUE1></c> 피해를 줍니다.
TID_KNIGHT,애쉬
TID_KNIGHT_SHORT_DESC,탱커
TID_KNIGHT_DESC,"쓰레기만 보면 쉽게 분노하는 애쉬는 공격을 당했을 때는 물론 상대에게 피해를 입혔을 때도 분노합니다. 분노하면 더 빠르고 강해지지만, 결국 가라앉기는 합니다."
TID_KNIGHT_WEAPON,청소
TID_KNIGHT_WEAPON_DESC,화를 내며 빗자루로 상대를 박살 냅니다. 먼지를 먹고 싶지 않으면 피하세요!
TID_KNIGHT_ULTI,로봇 청소기
TID_KNIGHT_ULTI_DESC,청소를 돕는 로봇 쥐?! 상대와 접촉하면 폭발해 피해를 주고 애쉬의 분노 게이지도 크게 올립니다.
TID_SPEC_ABI_KNIGHT_1,뜨거운 분노
TID_SPEC_ABI_KNIGHT_1_DESC,공격이 완전히 충전된 상태에서 상대를 명중시키면 애쉬는 더욱 분노합니다. 분노는 최대 <c00cc00><VALUE1>%</c>까지 증가합니다.
TID_SPEC_ABI_KNIGHT_2,분노 폭발
TID_SPEC_ABI_KNIGHT_2_DESC,분노한 정도에 따라 재장전 속도가 최대 <c00cc00><VALUE1>%</c>까지 빨라집니다.
TID_ACCESSORY_KNIGHT_HEAL,진정제
TID_ACCESSORY_KNIGHT_HEAL_DESC,"화가 났더라도 정신을 잃으면 안 되죠! 분노 게이지가 가득 차면, HP가 <c00cc00><VALUE1></c>만큼 회복됩니다. 분노 게이지가 낮으면 회복량도 적어집니다."
TID_MECHA_DUDE,메그
TID_MECHA_DUDE_SHORT_DESC,탱커
TID_MECHA_DUDE_DESC,"메그에게는 기본 모드와 비밀 병기 메카에 탑승하는 고급 모드가 있습니다. 메카는 점점 HP를 잃으며, 메카가 파괴되면 메그는 기본 모드로 돌아갑니다."
TID_MECHA_DUDE_WEAPON,목표 조준
TID_MECHA_DUDE_WEAPON_DESC,블래스터로 탄환을 빠르게 점사해 상대의 인내심을 자극합니다.
TID_MECHA_DUDE_ULTI,거대 메카
TID_MECHA_DUDE_ULTI_DESC,메카에 탑승해 전장에 대혼란을 일으킵니다!
TID_MECHA_DUDE_BIG_WEAPON,군중 제어
TID_MECHA_DUDE_BIG_WEAPON_DESC,쉴 틈 없이 총알 세례를 퍼부어 상대를 빠르게 제압합니다!
TID_MECHA_DUDE_BIG_ULTI,강철 팔뚝
TID_MECHA_DUDE_BIG_ULTI_DESC,무시무시한 강철 팔뚝을 휘둘러 상대를 떨게 만듭니다.
TID_SPEC_ABI_MECHA_DUDE_1,힘의 장
TID_SPEC_ABI_MECHA_DUDE_1_DESC,"메카가 파괴되면, 메그는 <c00cc00><VALUE2></c>초 동안 <c00cc00><VALUE1>%</c>의 피해 감소 보호막을 얻습니다."
TID_SPEC_ABI_MECHA_DUDE_2,작별 선물
TID_SPEC_ABI_MECHA_DUDE_2_DESC,시간이 만료되면 메카가 폭발해 주변 상대에게 <c00cc00><VALUE1></c>의 피해를 주고 뒤로 밀쳐냅니다.
TID_ACCESSORY_MECHA_DUDE_HEAL,급속 충전
TID_ACCESSORY_MECHA_DUDE_HEAL_DESC,메카가 <c00cc00><VALUE2></c>초 동안 초당 <c00cc00><VALUE1></c> HP를 회복합니다.
TID_FLAMENGO_MIKE_SKIN,플라멩구 마이크
TID_LDU_QUITO_MIKE_SKIN,LDU 키토 마이크
TID_CHIVAS_MIKE_SKIN,치바스 마이크
TID_UNIVERSITARIO_PRIMO_SKIN,엘 프리모 우니베르시타리오
TID_NACIONAL_PRIMO_SKIN,엘 프리모 클루브 나시오날
TID_CORINTHIANS_PRIMO_SKIN,엘 프리모 코린치앙스
TID_BOCA_SHELLY_SKIN,보카 주니어스 쉘리
TID_AMERICA_SHELLY_SKIN,아메리카 쉘리
TID_UDC_SHELLY_SKIN,우니베르시다드 쉘리
TID_RIVER_PLATE_COLT_SKIN,리버 플레이트 콜트
TID_CERRO_PORTENO_COLT_SKIN,세로 포르테뇨 콜트
TID_ATL_NACIONAL_COLT_SKIN,아틀레티코 나시오날 콜트
TID_FLAMENGO_MIKE_SKIN_SHOP,플라멩구 마이크
TID_LDU_QUITO_MIKE_SKIN_SHOP,LDU 키토 마이크
TID_CHIVAS_MIKE_SKIN_SHOP,치바스 마이크
TID_UNIVERSITARIO_PRIMO_SKIN_SHOP,엘 프리모\n우니베르시타리오
TID_NACIONAL_PRIMO_SKIN_SHOP,엘 프리모\n클루브 나시오날
TID_CORINTHIANS_PRIMO_SKIN_SHOP,엘 프리모\n코린치앙스
TID_BOCA_SHELLY_SKIN_SHOP,보카 주니어스 쉘리
TID_AMERICA_SHELLY_SKIN_SHOP,아메리카 쉘리
TID_UDC_SHELLY_SKIN_SHOP,우니베르시다드\n쉘리
TID_RIVER_PLATE_COLT_SKIN_SHOP,리버 플레이트\n콜트
TID_CERRO_PORTENO_COLT_SKIN_SHOP,세로 포르테뇨\n콜트
TID_ATL_NACIONAL_COLT_SKIN_SHOP,아틀레티코 나시오날\n콜트
TID_CLUB_AMERICA_COLT_SKIN,클루브 아메리카 콜트
TID_CLUB_AMERICA_COLT_SKIN_SHOP,클루브 아메리카\n콜트
TID_SKIN_INFO_CAMPAIGN_LAML,라틴 아메리카 마스터 리그
TID_GAME_MODE_21,트로피를 잡아라
TID_GAME_MODE_21_DESC,트로피를 잡아 점수를 모으세요! 먼저 100%를 달성한 팀이 승리합니다.
TID_HOLD_THE_BALL_INTRO_TEXT,트로피를 잡아 점수를 모으세요!
TID_GAME_MODE_22,바스켓 브롤
TID_GAME_MODE_22_DESC,"상대 팀 농구대에 공을 넣으세요. 가까이에서 넣으면 2점, 멀리서 넣으면 3점! 한 팀이 5점을 달성하거나 제한 시간이 끝나면 매치가 종료됩니다."
TID_BASKET_BRAWL_INTRO_TEXT,코트를 지배하세요!
TID_GAME_MODE_23,발리 브롤
TID_GAME_MODE_23_DESC,상대편 구역에 공을 떨어뜨려 점수를 획득하세요. 먼저 2점을 획득한 팀이 승리합니다! 공이 계속 공중에 떠 있으면 점점 더 빨라집니다!
TID_VOLLEY_BRAWL_INTRO_TEXT,상대편 구역에 공을 떨어뜨리세요!
TID_AVOID_POISON_PRC,请寻找安全去！
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO_PRC,独自作战
TID_SHOWDOWN_END_PRC,决赛圈！
TID_MATCHMAKE_FAILED_22,지금은 선택한 스킨을 사용할 수 없습니다.
TID_MATCHMAKE_FAILED_23,지금은 선택한 브롤러를 사용할 수 없습니다.
TID_LEAVE_BATTLE_DESC,승리까지 TOP3!\n계속 플레이해 챔피언을 노려볼까요?
TID_LEAVE_BATTLE_DESC_TEAMS,승리까지 TOP2!\n계속 플레이해 챔피언을 노려볼까요?
TID_LEAVE_BATTLE_DESC_WAIT_TEAM_EXIT,나가기 투표 완료!\n팀의 응답을 기다리는 중입니다(<SECONDS>초).
TID_LEAVE_BATTLE_BUTTON_EXIT,나가기
TID_LEAVE_BATTLE_BUTTON_CONTINUE,계속하기 (<SECONDS>초)
TID_CHINA_LOGIN_AA_POPUP_DESC,1）本游戏是一款多人实时对战类游戏，适用于年满12周岁及以上的用户，\n建议未成年人在家长监护下使用游戏产品。\n\n2）游戏无明显背景，需要玩家操作各种英雄与队友配合取得胜利，\n游戏有丰富多样的玩法，包含角色养成、竞技等，需要投入一定的时间和精力。\n游戏中存在基于文字的陌生人社交系统，且社交系统的管理遵循相关法律法规。\n\n3）本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理：\n游戏中部分玩法和道具需要付费。未满8周岁的用户不能付费；8周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。未成年人用户每日22点到次日8点不得使用，法定节假日每天不得使用超过3小时，其他时间每天不得使用超过1.5小时。\n\n4）游戏以竞技为主题，画面精美，玩法多样，能够带给玩家轻松愉悦的游戏氛围，\n游戏中的排位赛有助于调动玩家的积极情绪，在比赛中获胜能够提升玩家的自信心。\n游戏提供了丰富的社交系统，包括战队、好友等，玩家之间可以互相交流，互相配合，\n共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_CHINA_LOGIN_AA_POPUP_TITLE,提示说明
TID_LAML_FOOTBALL_SKINS_INFO,축구팀 스킨: <NUM>
TID_SKIN_GROUP_PRICE_FOR_EACH,<NUM> (개별 구매)
TID_SKIN_GROUP_PRICE_STARTING_FROM,최소 가격
TID_SKIN_INFO_CAMPAIGN_LAML_TITLE,라틴 아메리카 마스터 리그 스킨
TID_SKIN_GROUP_POPUP_ALREADY_BOUGHT,이미 보유한 스킨입니다.
TID_SKIN_GROUP_POPUP_BRAWLER_LOCKED,해당 브롤러를 보유해야 구매 가능
TID_TEAM_GOAL,블루 팀 득점!
TID_OPPONENT_GOAL,레드 팀 득점!
TID_TEAM_GOAL_MATCH_OVER,블루 팀 득점!\n매치 종료!
TID_OPPONENT_GOAL_MATCH_OVER,레드 팀 득점!\n매치 종료!
TID_HOOP_GOAL,<name>\n<points>점 획득!
TID_HOOP_GOAL_MATCH_OVER,<name>\n<points>점 획득!\n\n매치 종료!
TID_SKIN_INFO_CAMPAIGN_PUNK_TITLE,배드 랜덤즈
TID_PUNK_SKINS_INFO,펑크 밴드 스킨 세트
TID_CC_POPUP_TITLE_CHALLENGE,스페셜 챌린지
TID_TRUE_GOLD_COLT_SKIN,트루 골드 콜트
TID_TRUE_GOLD_COLT_SKIN_SHOP,트루 골드 콜트
TID_TRUE_GOLD_MRP_SKIN,트루 골드 미스터 P
TID_TRUE_GOLD_MRP_SKIN_SHOP,트루 골드\n미스터 P
TID_TRUE_SILVER_COLT_SKIN,트루 실버 콜트
TID_TRUE_SILVER_COLT_SKIN_SHOP,트루 실버 콜트
TID_TRUE_SILVER_MRP_SKIN,트루 실버 미스터 P
TID_TRUE_SILVER_MRP_SKIN_SHOP,트루 실버\n미스터 P
TID_PUNK_STU_SKIN,배드 보이 스튜
TID_PUNK_STU_SKIN_SHOP,배드 보이 스튜
TID_PUNK_POCO_SKIN,펑크 락 포코
TID_PUNK_POCO_SKIN_SHOP,펑크 락 포코
TID_PUNK_BUZZ_SKIN,체인 버즈
TID_PUNK_BUZZ_SKIN_SHOP,체인 버즈
TID_PUNK_BIBI_SKIN,폭주 비비
TID_PUNK_BIBI_SKIN_SHOP,폭주 비비
TID_HERMES_MAX_SKIN,헤르메스 맥스
TID_HERMES_MAX_SKIN_SHOP,헤르메스 맥스
TID_MB_DARRYL_SKIN,메가 상자 대릴
TID_MB_DARRYL_SKIN_SHOP,메가 상자 대릴
TID_BURGER_LOU_SKIN,버거 루
TID_BURGER_LOU_SKIN_SHOP,버거 루
TID_SURFER_CARL_SKIN,서퍼 칼
TID_SURFER_CARL_SKIN_SHOP,서퍼 칼
TID_COCO_ROSA_SKIN,코코 로사
TID_COCO_ROSA_SKIN_SHOP,코코 로사
TID_JETSKI_JACKY_SKIN,제트 스키 재키
TID_JETSKI_JACKY_SKIN_SHOP,제트 스키 재키
TID_DINO_LEON_SKIN,다이노 레온
TID_DINO_LEON_SKIN_SHOP,다이노 레온
TID_WHALEWATCH_NITA_SKIN,돌고래 니타
TID_WHALEWATCH_NITA_SKIN_SHOP,돌고래 니타
TID_BEACHTIME_MORTIS_SKIN,해변의 모티스
TID_BEACHTIME_MORTIS_SKIN_SHOP,해변의 모티스
TID_SD_JUNE21_1,다크 판타지
TID_SD_JUNE21_2,그랜드 아치
TID_SD_JUNE21_3,위험한 절벽
TID_SD_JUNE21_4,점화
TID_SD_JUNE21_5,신비의 손길
TID_SD_JUNE21_6,함정 맵
TID_SD_JUNE21_7,중독된 나무
TID_GG_JUNE21_1,스타더스트 스톰
TID_GG_JUNE21_2,솜사탕의 꿈
TID_GG_JUNE21_3,빙글빙글 어뢰
TID_GG_JUNE21_4,보석 강타
TID_GG_JUNE21_5,사암
TID_GG_JUNE21_6,워터 슬라이드
TID_BB_JUNE21_1,측면 습격
TID_BB_JUNE21_2,웨이브 대시
TID_BB_JUNE21_3,레티나
TID_BB_JUNE21_4,거북 껍질
TID_BB_JUNE21_5,포스트잇
TID_BB_JUNE21_6,내 꿈은 스트라이커
TID_BB_JUNE21_7,잠깐 세이브 좀
TID_HEIST_JUNE21_1,군중 속으로
TID_HEIST_JUNE21_2,도둑의 갈고리
TID_HEIST_JUNE21_3,스프링 어니언
TID_HEIST_JUNE21_4,건강하게
TID_HZ_JUNE21_1,타임 워프
TID_HZ_JUNE21_2,강철 케이블
TID_HZ_JUNE21_3,방해 공작
TID_HZ_JUNE21_4,경기 시작
TID_BOUNTY_JUNE21_1,폭풍 공격
TID_BOUNTY_JUNE21_2,교란책
TID_SIEGE_JUNE21_1,파워 워셔
TID_SIEGE_JUNE21_2,러스트 벨트
TID_VOLLEY_01,타이거 점프
TID_VOLLEY_02,블로킹 파티
TID_VOLLEY_03,파워 앨리
TID_VOLLEY_04,스트롱 사이드
TID_VOLLEY_05,팬케이크
TID_VOLLEY_06,정글 볼
TID_VOLLEY_07,플로터
TID_BASKET_01,볼 호그
TID_BASKET_02,속공
TID_BASKET_03,포켓 패스
TID_BASKET_04,역전
TID_BASKET_05,앨리웁
TID_BASKET_06,슬램 덩크
TID_BASKET_07,트리플 더블
TID_HOLDTROPHY_01,장식장
TID_HOLDTROPHY_02,인터셉트
TID_HOLDTROPHY_03,다이아몬드 딜
TID_HOLDTROPHY_04,위너스 서클
TID_HOLDTROPHY_05,사면초가
TID_HOLDTROPHY_06,화끈한 추격
TID_HOLDTROPHY_07,광란의 메달
TID_HOLDTROPHY_08,애장품
TID_HOLDTROPHY_09,위아래위아래
TID_HOLDTROPHY_10,옆자리 적
TID_HOLDTROPHY_11,레이스 트로피
TID_TROPHYTHIEVES_01,미미한 미로
TID_TROPHYTHIEVES_02,들어갈 때는 마음대로
TID_TROPHYTHIEVES_03,집라인
TID_TROPHYTHIEVES_04,한낮의 대도
TID_TROPHYTHIEVES_05,무단 침입
TID_TROPHYTHIEVES_06,밀수자들
TID_TROPHYTHIEVES_07,꼬인 계획
